timestamp,target_pos,current_pos,force
1744610848.3169723,-0.001,7.450569938782792e-09,-10
1744610848.3243842,-0.00294,7.450569938782792e-09,-10
1744610848.339571,-0.005753599999999999,7.450569938782792e-09,-10
1744610848.354818,-0.009368983999999999,7.450569938782792e-09,-10
1744610848.3562012,-0.01370990896,7.450569938782792e-09,-10
1744610848.3707006,-0.0186966885824,7.450569938782792e-09,-10
1744610848.385901,-0.024247162337856,7.450569938782792e-09,-10
1744610848.3877807,-0.03027764078216064,7.450569938782792e-09,-10
1744610848.4018576,-0.036703818896428445,7.450569938782792e-09,-10
1744610848.417155,-0.04344164991601857,7.450569938782792e-09,-10
1744610848.4185102,-0.050408172885469005,7.450569938782792e-09,-10
1744610848.4332278,-0.05752228797759223,7.450569938782792e-09,-10
1744610848.448831,-0.06470547443533337,7.450569938782792e-09,-10
1744610848.450346,-0.07188244682583411,-6.087035944801755e-05,-10
1744610848.4644072,-0.07898174612855148,-0.0003120329638477415,-10
1744610848.468301,-0.08593626300484747,-0.0008615113329142332,-10
1744610848.479839,-0.09268369140728018,-0.0016301687574014068,-10
1744610848.4956777,-0.09916691147551845,-0.0027424886357039213,-10
1744610848.4985733,-0.10533430142558962,-0.004354808479547501,-10
1744610848.5114048,-0.11113997886390134,-0.006458527408540249,-10
1744610848.526492,-0.11654397264165846,-0.009053646586835384,-10
1744610848.5284345,-0.12151232700411113,-0.012148764915764332,-10
1744610848.5426116,-0.12601714037840006,-0.015743883326649666,-10
1744610848.5581927,-0.13003654168019055,-0.019839003682136536,-10
1744610848.5607417,-0.1335546075000896,-0.024434121325612068,-10
1744610848.573479,-0.1365612239539928,-0.029294095933437347,-10
1744610848.5784562,-0.13905189734566092,-0.034247156232595444,-10
1744610848.5892818,-0.14102751809428904,-0.039235424250364304,-10
1744610848.6046667,-0.14249408262454286,-0.04423249140381813,-10
1744610848.6206057,-0.14346237810203855,-0.04923175647854805,-10
1744610848.6218965,-0.14394763502463906,-0.05423157289624214,-10
1744610848.6360674,-0.14396915275086317,-0.05923152714967728,-10
1744610848.6385727,-0.14354990306326743,-0.0642315149307251,-10
1744610848.6524138,-0.14271611682941882,-0.06923151016235352,-10
1744610848.6674995,-0.14149685873896845,-0.07423150539398193,-10
1744610848.6692364,-0.1399235949656509,-0.07923150062561035,-10
1744610848.6839306,-0.13802975843134274,-0.08423149585723877,-10
1744610848.6995618,-0.13585031613943654,-0.08923149108886719,-10
1744610848.7009764,-0.13342134280073129,-0.0942314863204956,-10
1744610848.7151136,-0.13077960470095398,-0.09923148155212402,-10
1744610848.7184143,-0.127962157459156,-0.10423147678375244,-10
1744610848.731187,-0.12500596100485636,-0.10900057852268219,-10
1744610848.7464268,-0.12194751476322314,-0.11328878253698349,-10
1744610848.7483532,-0.11882251568603935,-0.11709712445735931,-10
1744610848.7615042,-0.11566554140585436,-0.12044989317655563,-10
1744610848.7773197,-0.11250976042562007,-0.12333033233880997,-10
1744610848.7789187,-0.1093866708901413,-0.12571415305137634,-10
1744610848.7930481,-0.10632586912253505,-0.1276225596666336,-10
1744610848.8083084,-0.10335484875208377,-0.12906311452388763,-10
1744610848.8103795,-0.10049883091263422,-0.13003955781459808,-10
1744610848.8241222,-0.0977806256560308,-0.13063538074493408,-10
1744610848.8445272,-0.09522052440569724,-0.1308041363954544,-10
1744610848.854795,-0.09283622297382338,-0.13050732016563416,-10
1744610848.8643043,-0.09064277438380498,-0.12978796660900116,-10
1744610848.8742108,-0.08865257047944945,-0.12861649692058563,-10
1744610848.8865733,-0.0868753510655172,-0.12718994915485382,-10
1744610848.8943143,-0.0853182391116264,-0.12553495168685913,-10
1744610848.9043255,-0.08398580036431388,-0.12352734059095383,-10
1744610848.9172752,-0.08288012555072384,-0.12137091159820557,-10
1744610848.9242148,-0.08200093322230606,-0.11911489069461823,-10
1744610848.9345355,-0.08134569117808611,-0.11674322932958603,-10
1744610848.948118,-0.0809097543242963,-0.11443453282117844,-10
1744610848.9541206,-0.08068651676995302,-0.11197984963655472,-10
1744610848.9644105,-0.08066757592562737,-0.10936401039361954,-10
1744610848.9743292,-0.08084290636426172,-0.10684636980295181,-10
1744610848.9842498,-0.08120104121732175,-0.10453839600086212,-10
1744610848.9949987,-0.08172925891555555,-0.10242178291082382,-10
1744610849.0042627,-0.0824137731397221,-0.10033479332923889,-10
1744610849.0142536,-0.08323992392128311,-0.09823333472013474,-10
1744610849.0264652,-0.08419236792455324,-0.09613674134016037,-10
1744610849.0341563,-0.08525526604841434,-0.09407690167427063,-10
1744610849.0443113,-0.08641246660559823,-0.09208527207374573,-10
1744610849.05745,-0.08764768246886695,-0.0901898443698883,-10
1744610849.0643442,-0.08894466071428356,-0.08841462433338165,-10
1744610849.0748868,-0.09028734344028651,-0.08677967637777328,-10
1744610849.0843322,-0.09166001859558644,-0.08530136197805405,-10
1744610849.0943983,-0.09304745980716551,-0.08399257808923721,-10
1744610849.1043367,-0.09443505436009397,-0.0828629806637764,-10
1744610849.1186013,-0.09580891864177507,-0.08191923052072525,-10
1744610849.1243608,-0.09715600052295437,-0.0811651423573494,-10
1744610849.134528,-0.09846416830484515,-0.08060197532176971,-10
1744610849.1443741,-0.09972228601459295,-0.08022856712341309,-10
1744610849.154165,-0.10092027497870742,-0.0800415426492691,-10
1744610849.165226,-0.1020491617448291,-0.08003559708595276,-10
1744610849.17439,-0.1031011125551964,-0.0802035704255104,-10
1744610849.1842275,-0.10406945469949337,-0.08053675293922424,-10
1744610849.1960592,-0.10494868518958056,-0.08102502673864365,-10
1744610849.204066,-0.10573446730326759,-0.08165708184242249,-10
