timestamp,target_pos_rx,target_pos_ry,target_pos_rz,target_pos_x,target_pos_y,target_pos_z,current_pos_rx,current_pos_ry,current_pos_rz,current_pos_x,current_pos_y,current_pos_z,force
1753693427.5602903,0.0005,0.0005000000000050578,0.0005,0.0025,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.5682611,0.0014750085086248916,0.0014749914914109394,0.0014750085085543545,0.007350000000000001,0.00294,0.00294,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.5799193,0.0029012952265693877,0.002901204773456346,0.002901295226106503,0.014384000000000001,0.005753599999999999,0.005753599999999999,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.5958128,0.004756326658366477,0.004756048340807127,0.004756326656690594,0.02342246,0.009368983999999999,0.009368983999999999,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.6115336,0.007018705083278281,0.007018051161806698,0.007018705078788452,0.0342747724,0.01370990896,0.01370990896,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.6172876,0.009668110703172009,0.009666807717028094,0.009668110693196137,0.046741721456,0.0186966885824,0.0186966885824,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.6282089,0.012685246795768964,0.01268292567300462,0.012685246776281436,0.060617905844640003,0.024247162337856,0.024247162337856,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.6429605,0.016051787711512566,0.01604797607085055,0.016051787676872802,0.0756941019554016,0.03027764078216064,0.03027764078216064,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.6494489,0.01975032956153897,0.019744445914597595,0.019750329504259277,0.0917595472410711,0.036703818896428445,0.036703818896428445,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.66014,0.023764343452895298,0.023755693048398467,0.023764343363443036,0.10860412479004643,0.04344164991601857,0.04344164991601857,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.6908941,0.028078131135275887,0.028065903216685076,0.02807813100191258,0.1260204322136725,0.050408172885469005,0.050408172885469005,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.7046764,0.032676782931172765,0.032660049205618095,0.032676782739830754,0.14380571994398056,0.05752228797759223,0.05752228797759223,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.7105567,0.03754613782849816,0.03752385196857925,0.03754613756269418,0.1617636860883334,0.06470547443533337,0.06470547443533337,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.71764,0.04267274562146456,0.042643743642503354,0.042672745262248436,0.17970611706458528,0.07188244682583411,0.07188244682583411,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.7331522,0.048043830991831654,0.04800683236628724,0.04804383051776778,0.19745436532137872,0.07898174612855148,0.07898174612855148,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.739632,0.05364725942857579,0.0536008688156422,0.05364725881575445,0.2148406575121187,0.08593626300484747,0.08593626300484747,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.751809,0.059471504889632015,0.05941421437341314,0.059471504111707624,0.23170922851820047,0.09268369140728018,0.09268369140728018,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.7645888,0.0655056191146237,0.06543581085731355,0.06550561814287643,0.24791727868879615,0.09916691147551845,0.09916691147551845,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.7712123,0.07173920250245135,0.07165515173093127,0.0717392013058693,0.2633357535639741,0.10533430142558962,0.10533430142558962,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.7800372,0.07816237647228184,0.07806225472688777,0.07816237501766037,0.2778499471597534,0.11113997886390134,0.11113997886390134,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.787534,0.08476575723087884,0.08464763581465966,0.084765755482934,0.29135993160414625,0.11654397264165846,0.11654397264165846,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.797485,0.09154043087336067,0.09140228444815357,0.0915404287948545,0.30378081751027797,0.12151232700411113,0.12151232700411113,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.8134336,0.09847792974838421,0.09831764003163712,0.09847792730025849,0.3150428509460003,0.12601714037840006,0.12601714037840006,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.8252153,0.10557021002243963,0.10538556954490562,0.1055702071639563,0.3250913542004765,0.13003654168019055,0.13003654168019055,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.8352695,0.11280963038142154,0.11259834627194866,0.11280962707030763,0.3338865187502242,0.1335546075000896,0.1335546075000896,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.8434625,0.120188931810927,0.11994862957918702,0.12018892800352167,0.3414030598849822,0.1365612239539928,0.1365612239539928,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.84663,0.12770121839983062,0.12742944569278536,0.1277012140512335,0.3476297433641525,0.13905189734566092,0.13905189734566092,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.8582966,0.13533993911461714,0.13503416942607296,0.13533993417883539,0.3525687952357227,0.14102751809428904,0.14102751809428904,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.8742998,0.14309887049471615,0.14275650681089097,0.14309886492481028,0.3562352065613572,0.14249408262454286,0.14249408262454286,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.8812673,0.15097210022170005,0.15059047858885946,0.15097209396992595,0.3586559452550964,0.14346237810203855,0.14346237810203855,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.89026,0.1589540115176739,0.1585304045204037,0.15895400453562156,0.3598690875615977,0.14394763502463906,0.14394763502463906,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.8967617,0.16703926833052501,0.16657088847151497,0.16703926056925233,0.35992288187715793,0.14396915275086317,0.14396915275086317,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.906962,0.1752228012659046,0.1747068042403463,0.17522279267606575,0.35887475765816856,0.14354990306326743,0.14354990306326743,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.9230661,0.18349979422790572,0.18293328208704193,0.1834997847598743,0.356790292073547,0.14271611682941882,0.14271611682941882,0.0,0.0,0.0,0.0,0.0,0.0,"[5, 5, 5, 25, 25, 25]"
1753693427.9296455,0.1918656717323767,0.19124569593248822,0.1918656613363621,0.35374214684742106,0.14149685873896845,0.14149685873896845,0.0,0.0,0.0,1.8968905806104885e-06,7.58756300456298e-07,7.58756300456298e-07,"[5, 5, 5, 25, 25, 25]"
1753693427.9397414,0.20031608685867758,0.19963965119309893,0.20031607548483543,0.3498089874141272,0.1399235949656509,0.1399235949656509,0.0,0.0,0.0,1.0476143870619126e-05,4.190458639641292e-06,4.190458639641292e-06,"[5, 5, 5, 25, 25, 25]"
1753693427.957508,0.20884690980745732,0.20811097322005884,0.208846897405996,0.3450743960783508,0.13802975843134274,0.13802975843134274,6.864193892397452e-06,6.864055649202783e-06,6.864193892397452e-06,3.412895603105426e-05,1.3651584595208988e-05,1.3651584595208988e-05,"[5, 5, 5, 25, 25, 25]"
