timestamp,target_pos_rx,target_pos_ry,target_pos_rz,target_pos_x,target_pos_y,target_pos_z,current_pos_rx,current_pos_ry,current_pos_rz,current_pos_x,current_pos_y,current_pos_z,force
1753692451.648344,0.0,0.002000000000007509,0.0,0.01,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450569938782792e-09,"[0, 20, 0, 100, 0, 0]"
1753692451.6665602,0.0,0.005899999999996071,0.0,0.029400000000000003,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450569938782792e-09,"[0, 20, 0, 100, 0, 0]"
1753692451.6803813,0.0,0.011605000000009889,0.0,0.057535999999977425,0.0,-2.1249450204243385e-08,0.0,0.00012175038136774674,0.0,0.0002500074333511293,7.450601913205901e-09,7.450569938782792e-09,"[0, 20, 0, 100, 0, 0]"
1753692451.6998825,0.0,0.019024750000003806,0.0,0.09368983999972705,0.0,-1.0892094499400933e-07,0.0,0.00038787530502304435,0.0,0.0010000073816627264,7.450601913205901e-09,7.450569938782792e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.0912771,0.0,0.002000000000007509,0.0,0.01,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.110837,0.0,0.005899999999996071,0.0,0.029400000000000003,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.1236405,0.0,0.011605000000009889,0.0,0.057536000000000004,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.129477,0.0,0.019024750000003806,0.0,0.09368984,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.141613,0.0,0.028073512500001088,0.0,0.1370990896,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.155975,0.0,0.03866983687500474,0.0,0.186966885824,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.1617334,0.0,0.05073634503125999,0.0,0.24247162337856001,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.1717224,0.0,0.06419952777968836,0.0,0.3027764078216064,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.1882293,0.0,0.07898955139070982,0.0,0.3670381889642844,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.1937563,0.0,0.09504007382116991,0.0,0.4344164991601857,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.2040095,0.0,0.11228807013011831,0.0,0.50408172885469,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.21029,0.0,0.13067366662360708,0.0,0.5752228797759222,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.21992,0.0,0.15013998329242895,0.0,0.6470547443533337,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.237954,0.0,0.17063298412779684,0.0,0.7188244682583411,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.2432654,0.0,0.19210133492141596,0.0,0.7898174612855149,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.2508233,0.0,0.2144962681753419,0.0,0.8593626300484748,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.267621,0.0,0.23777145476657394,0.0,0.9268369140728019,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.2730565,0.0,0.26188288202825194,0.0,0.9916691147551846,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.2823763,0.0,0.28678873792683124,0.0,1.0533430142558964,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.2899735,0.0,0.31244930103050117,0.0,1.1113997886390137,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.299249,0.0,0.33882683597897034,0.0,1.165439726416585,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.3123555,0.0,0.36588549418002286,0.0,1.2151232700411119,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.3205092,0.0,0.3935912194710227,0.0,1.2601714037840013,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.3293796,0.0,0.4219116584974724,0.0,1.300365416801906,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.3495984,0.0,0.4508160755725925,0.0,1.3355460750008967,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.3591056,0.0,0.48027527179397106,0.0,1.3656122395399288,0.0,0.0,0.0,0.0,0.0,7.450601913205901e-09,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
1753692475.3752139,0.0,0.5102615082042762,0.0,1.3905189734565875,0.0,-2.1249450204243385e-08,0.0,0.00012175038136774674,0.0,0.0002500074333511293,7.450601913205901e-09,7.450601913205901e-09,"[0, 20, 0, 100, 0, 0]"
