timestamp,target_pos,current_pos,force
1744610906.9781647,-0.001,7.450569938782792e-09,-10
1744610906.985752,-0.00294,7.450569938782792e-09,-10
1744610907.0022285,-0.005753599999999999,7.450569938782792e-09,-10
1744610907.0168254,-0.009368983999999999,7.450569938782792e-09,-10
1744610907.0188365,-0.01370990896,7.450569938782792e-09,-10
1744610907.0337598,-0.0186966885824,7.450569938782792e-09,-10
1744610907.0358274,-0.024247162337856,7.450569938782792e-09,-10
1744610907.0485678,-0.03027764078216064,7.450569938782792e-09,-10
1744610907.0643475,-0.036703818896428445,7.450569938782792e-09,-10
1744610907.0837972,-0.04344164991601857,7.450569938782792e-09,-10
1744610907.0946457,-0.050408172885469005,7.450569938782792e-09,-10
1744610907.103632,-0.05752228797759223,7.450569938782792e-09,-10
1744610907.1134226,-0.06470547443533337,7.450569938782792e-09,-10
1744610907.1249404,-0.07188244682583411,7.450569938782792e-09,-10
1744610907.1339433,-0.07898174612855148,-6.087035944801755e-05,-10
1744610907.1437986,-0.08593626300484747,-0.0003120329638477415,-10
1744610907.1559641,-0.09268369140728018,-0.0007118014036677778,-10
1744610907.1635113,-0.09916691147551845,-0.0012820919509977102,-10
1744610907.17361,-0.10533430142558962,-0.0021921880543231964,-10
1744610907.1868198,-0.11113997886390134,-0.003602284239605069,-10
1744610907.1935482,-0.11654397264165846,-0.0055123805068433285,-10
1744610907.2036328,-0.12151232700411113,-0.007922476157546043,-10
1744610907.2187567,-0.12601714037840006,-0.010832572355866432,-10
1744610907.2234917,-0.13003654168019055,-0.014214144088327885,-10
1744610907.2343595,-0.1335546075000896,-0.017772162333130836,-10
1744610907.2436035,-0.1365612239539928,-0.021372510120272636,-10
1744610907.2535923,-0.13905189734566092,-0.0252387598156929,-10
1744610907.264755,-0.14102751809428904,-0.029605010524392128,-10
1744610907.273567,-0.14249408262454286,-0.03441094607114792,-10
1744610907.2840047,-0.14346237810203855,-0.039362430572509766,-10
1744610907.2970061,-0.14394763502463906,-0.04435029998421669,-10
1744610907.3036854,-0.14396915275086317,-0.04934726655483246,-10
1744610907.313473,-0.14354990306326743,-0.05434650927782059,-10
1744610907.3237135,-0.14271611682941882,-0.05934632197022438,-10
1744610907.3339612,-0.14149685873896845,-0.06434627622365952,-10
1744610907.3455384,-0.1399235949656509,-0.06934626400470734,-10
1744610907.3536093,-0.13802975843134274,-0.07434625923633575,-10
1744610907.3634665,-0.13585031613943654,-0.07934625446796417,-10
1744610907.3766274,-0.13342134280073129,-0.08434624969959259,-10
1744610907.3840635,-0.13077960470095398,-0.08934624493122101,-10
1744610907.393756,-0.127962157459156,-0.09434624016284943,-10
1744610907.4082088,-0.12500596100485636,-0.09934623539447784,-10
1744610907.4134393,-0.12194751476322314,-0.10434623062610626,-10
1744610907.4240704,-0.11882251568603935,-0.10915905982255936,-10
1744610907.4342797,-0.11566554140585436,-0.11357662826776505,-10
1744610907.4435897,-0.11250976042562007,-0.11756207793951035,-10
1744610907.4556448,-0.1093866708901413,-0.12109097838401794,-10
1744610907.4634292,-0.10632586912253505,-0.12414747476577759,-10
1744610907.473749,-0.10335484875208377,-0.12672270834445953,-10
1744610907.4872968,-0.10049883091263422,-0.12881387770175934,-10
1744610907.4935374,-0.0977806256560308,-0.13042354583740234,-10
1744610907.503716,-0.09522052440569724,-0.13155925273895264,-10
1744610907.5133922,-0.09283622297382338,-0.13223299384117126,-10
1744610907.5235202,-0.09064277438380498,-0.13246087729930878,-10
1744610907.5340464,-0.08865257047944945,-0.1322626918554306,-10
1744610907.5496728,-0.0868753510655172,-0.1316615641117096,-10
1744610907.5535405,-0.0853182391116264,-0.13069510459899902,-10
1744610907.5654454,-0.08398580036431388,-0.1294042021036148,-10
1744610907.5736802,-0.08288012555072384,-0.12782321870326996,-10
1744610907.5839324,-0.08200093322230606,-0.12598557770252228,-10
1744610907.5974262,-0.08134569117808611,-0.12392497062683105,-10
1744610907.6035216,-0.0809097543242963,-0.12167540192604065,-10
