time,target_pos,current_pos,force
2025-04-14 13:37:20,"[ 1.05743402e-07 -1.41888501e-06  3.14871079e-06  1.05743402e-07
 -1.41888501e-06  3.14871079e-06]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]",[ 0.00105743 -0.01418885  0.03148711  0.00105743 -0.01418885  0.03148711]
2025-04-14 13:37:20,"[-4.86618540e-07 -2.12926249e-06  6.39285706e-06 -4.86618540e-07
 -2.12926249e-06  6.39285706e-06]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]",[-0.00691761  0.00623374  0.00284358 -0.00691761  0.00623374  0.00284358]
2025-04-14 13:37:20,"[-2.90652468e-06 -8.75759812e-07  7.09975105e-06 -2.90652468e-06
 -8.75759812e-07  7.09975105e-06]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]",[-0.01862028  0.01907069 -0.02311116 -0.01862028  0.01907069 -0.02311116]
2025-04-14 13:37:20,"[-5.71721254e-06  3.41223355e-07  8.29780584e-06 -5.71721254e-06
  3.41223355e-07  8.29780584e-06]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]",[-0.00540842  0.00017398  0.00597503 -0.00540842  0.00017398  0.00597503]
2025-04-14 13:37:20,"[-8.53958219e-06  7.19765113e-07  1.15416287e-05 -8.53958219e-06
  7.19765113e-07  1.15416287e-05]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]",[-0.00209388 -0.0077418   0.02188649 -0.00209388 -0.0077418   0.02188649]
2025-04-14 13:37:20,"[-1.15313676e-05  1.11542581e-06  1.51538971e-05 -1.15313676e-05
  1.11542581e-06  1.51538971e-05]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]",[-0.0039593   0.00043244  0.00646053 -0.0039593   0.00043244  0.00646053]
2025-04-14 13:37:20,"[-1.47495261e-05  2.35473593e-06  1.81416535e-05 -1.47495261e-05
  2.35473593e-06  1.81416535e-05]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]",[-0.00491276  0.00874587 -0.00292359 -0.00491276  0.00874587 -0.00292359]
2025-04-14 13:37:20,"[-1.81732064e-05  3.58176441e-06  2.15385479e-05 -1.81732064e-05
  3.58176441e-06  2.15385479e-05]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]",[-0.00513925  0.00073231  0.00739942 -0.00513925  0.00073231  0.00739942]
2025-04-14 13:37:20,"[-2.18296358e-05  6.22706666e-06  2.32723075e-05 -2.18296358e-05
  6.22706666e-06  2.32723075e-05]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]",[-0.00585665  0.01515443 -0.01277905 -0.00585665  0.01515443 -0.01277905]
2025-04-14 13:37:20,"[-2.54549733e-05  1.05240623e-05  2.59930771e-05 -2.54549733e-05
  1.05240623e-05  2.59930771e-05]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]",[-0.00370026  0.01846229  0.01306421 -0.00370026  0.01846229  0.01306421]
2025-04-14 13:37:20,"[-2.90961176e-05  1.49480175e-05  3.11720135e-05 -2.90961176e-05
  1.49480175e-05  3.11720135e-05]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]",[-0.00451623  0.0044705   0.02854136 -0.00451623  0.0044705   0.02854136]
2025-04-14 13:37:20,"[-3.22659128e-05  1.84985509e-05  3.48345415e-05 -3.22659128e-05
  1.84985509e-05  3.48345415e-05]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]","[-1.66917683e-05 -5.02743883e-03 -9.45741388e-03 -1.66917683e-05
 -5.02743883e-03 -9.45741388e-03]"
2025-04-14 13:37:20,"[-3.58821890e-05  2.16930818e-05  3.71846789e-05 -3.58821890e-05
  2.16930818e-05  3.71846789e-05]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]","[-9.27629983e-03  6.50961061e-05 -7.80918832e-03 -9.27629983e-03
  6.50961061e-05 -7.80918832e-03]"
2025-04-14 13:37:20,"[-3.93356746e-05  2.41108967e-05  3.94361001e-05 -3.93356746e-05
  2.41108967e-05  3.94361001e-05]","[0.0, 0.0, 0.0, -5.140914254297968e-07, 6.041517508492689e-07, 6.3082268297876e-07]",[-0.00376845 -0.00400059  0.00390637 -0.00376845 -0.00400059  0.00390637]
2025-04-14 13:37:20,"[-4.26500118e-05  2.81426381e-05  4.14535681e-05 -4.26500118e-05
  2.81426381e-05  4.14535681e-05]","[0.0, 0.0, 0.0, -4.807153572983225e-07, 4.809991196452756e-07, 7.840995976948761e-07]",[-0.00426883  0.01975926  0.00272979 -0.00426883  0.01975926  0.00272979]
2025-04-14 13:37:20,"[-4.57757395e-05  3.27010875e-05  4.35350003e-05 -4.57757395e-05
  3.27010875e-05  4.35350003e-05]","[0.0, 0.0, 0.0, -5.844905217600171e-07, 2.4487184191457345e-07, 1.3596562666862155e-06]",[-0.00403607  0.01009721  0.00579373 -0.00403607  0.01009721  0.00579373]
2025-04-14 13:37:20,"[-4.87891073e-05  3.77728120e-05  4.49166464e-05 -4.87891073e-05
  3.77728120e-05  4.49166464e-05]","[0.0, 0.0, 0.0, -1.0695101764213177e-06, 1.0471320877059043e-07, 2.3149186745285988e-06]",[-0.00501684  0.01068208 -0.00160364 -0.00501684  0.01068208 -0.00160364]
2025-04-14 13:37:20,"[-5.13069084e-05  4.14309751e-05  4.65339076e-05 -5.13069084e-05
  4.14309751e-05  4.65339076e-05]","[0.0, 0.0, 0.0, -1.7885984107124386e-06, 9.217891516755117e-08, 3.3467813409515657e-06]",[-0.00142993 -0.00782247  0.00753864 -0.00142993 -0.00782247  0.00753864]
2025-04-14 13:37:20,"[-5.38180534e-05  4.39989185e-05  4.78670757e-05 -5.38180534e-05
  4.39989185e-05  4.78670757e-05]","[0.0, 0.0, 0.0, -2.6681107101467205e-06, 1.452668385582001e-07, 4.466014161152998e-06]",[-0.00632303 -0.00493002  0.00262109 -0.00632303 -0.00493002  0.00262109]
2025-04-14 13:37:20,"[-5.64232037e-05  4.71050028e-05  4.89185447e-05 -5.64232037e-05
  4.71050028e-05  4.89185447e-05]","[0.0, 0.0, 5.8907680795527995e-06, -3.8299153857224155e-06, 2.548503346133657e-07, 5.890765351068694e-06]",[-0.00757743  0.01106527  0.0026363  -0.00757743  0.01106527  0.0026363 ]
2025-04-14 13:37:20,"[-5.89033991e-05  5.00605545e-05  4.97015937e-05 -5.89033991e-05
  5.00605545e-05  4.97015937e-05]","[-5.17279750056332e-06, 0.0, 7.649156941624824e-06, -5.328749011823675e-06, 4.6808290221633797e-07, 7.649154213140719e-06]",[-0.00569535  0.00475822  0.00273339 -0.00569535  0.00475822  0.00273339]
2025-04-14 13:37:20,"[-6.09951361e-05  5.22661975e-05  5.08396148e-05 -6.09951361e-05
  5.22661975e-05  5.08396148e-05]","[-7.2496277425671e-06, 0.0, 9.79428477876354e-06, -7.377791007456835e-06, 9.983546078728978e-07, 9.794282050279435e-06]",[-0.00324585 -0.00101526  0.00891141 -0.00324585 -0.00101526  0.00891141]
2025-04-14 13:37:20,"[-6.25204310e-05  5.34188740e-05  5.17626344e-05 -6.25204310e-05
  5.34188740e-05  5.17626344e-05]","[-9.923383004206698e-06, 0.0, 1.2275753761059605e-05, -1.0001084774557967e-05, 2.061104623862775e-06, 1.22757510325755e-05]",[-0.00148096 -0.00420022  0.00350296 -0.00148096 -0.00420022  0.00350296]
2025-04-14 13:37:20,"[-6.38077602e-05  5.38832513e-05  5.29522735e-05 -6.38077602e-05
  5.38832513e-05  5.29522735e-05]","[-1.2811572560167406e-05, 0.0, 1.4732831004948821e-05, -1.2708195754385088e-05, 3.4266543025296414e-06, 1.4732827366970014e-05]",[-0.00463503 -0.00096477  0.00830397 -0.00463503 -0.00096477  0.00830397]
2025-04-14 13:37:20,"[-6.49191287e-05  5.33197516e-05  5.42906871e-05 -6.49191287e-05
  5.33197516e-05  5.42906871e-05]","[-1.5447407349711284e-05, 5.205311026657e-06, 1.7419348296243697e-05, -1.552641151647549e-05, 5.205311481404351e-06, 1.741934465826489e-05]",[-0.00526483 -0.00465826  0.00737779 -0.00526483 -0.00465826  0.00737779]
2025-04-14 13:37:20,"[-6.64965688e-05  5.34601409e-05  5.48975444e-05 -6.64965688e-05
  5.34601409e-05  5.48975444e-05]","[-1.825817525968887e-05, 7.3688547672645655e-06, 2.0385718016768806e-05, -1.844264261308126e-05, 7.368855222011916e-06, 2.0385716197779402e-05]",[-0.01170831  0.01208912 -0.00121729 -0.01170831  0.01208912 -0.00121729]
2025-04-14 13:37:20,"[-6.76213718e-05  5.35871400e-05  5.52053682e-05 -6.76213718e-05
  5.35871400e-05  5.52053682e-05]","[-2.1173784261918627e-05, 9.604758815839887e-06, 2.3250097001437098e-05, -2.1281597582856193e-05, 9.604758815839887e-06, 2.3250095182447694e-05]",[-0.00291201  0.00528231  0.00280285 -0.00291201  0.00528231  0.00280285]
2025-04-14 13:37:20,"[-6.84966573e-05  5.34283662e-05  5.55163589e-05 -6.84966573e-05
  5.34283662e-05  5.55163589e-05]","[-2.441912511130795e-05, 1.216071814269526e-05, 2.612091884657275e-05, -2.4375956854783e-05, 1.216071814269526e-05, 2.6120915208593942e-05]",[-0.00482936  0.00256448  0.00570612 -0.00482936  0.00256448  0.00570612]
2025-04-14 13:37:20,"[-6.89984609e-05  5.18470731e-05  5.53437721e-05 -6.89984609e-05
  5.18470731e-05  5.53437721e-05]","[-2.7504116587806493e-05, 1.4908579032635316e-05, 2.891590520448517e-05, -2.759499693638645e-05, 1.4908579032635316e-05, 2.8915901566506363e-05]",[-0.00355249 -0.00896174  0.00087136 -0.00355249 -0.00896174  0.00087136]
2025-04-14 13:37:20,"[-6.93812514e-05  5.01777003e-05  5.51306665e-05 -6.93812514e-05
  5.01777003e-05  5.51306665e-05]","[-3.07878726744093e-05, 1.798234552552458e-05, 3.157177707180381e-05, -3.085317075601779e-05, 1.798234552552458e-05, 3.1571773433825e-05]",[-0.00596062  0.00351326  0.0050429  -0.00596062  0.00351326  0.0050429 ]
2025-04-14 13:37:20,"[-6.93517154e-05  4.85607813e-05  5.49546462e-05 -6.93517154e-05
  4.85607813e-05  5.49546462e-05]","[-3.418253982090391e-05, 2.1579959138762206e-05, 3.4166998375440016e-05, -3.424466194701381e-05, 2.1579959138762206e-05, 3.416699473746121e-05]",[-0.00300626  0.00470762  0.00577737 -0.00300626  0.00470762  0.00577737]
2025-04-14 13:37:20,"[-6.93950855e-05  4.69825126e-05  5.54004070e-05 -6.93950855e-05
  4.69825126e-05  5.54004070e-05]","[-3.729808668140322e-05, 2.515456435503438e-05, 3.654199099401012e-05, -3.743097113328986e-05, 2.5154566174023785e-05, 3.6541987356031314e-05]",[-0.00764946  0.00443412  0.01162526 -0.00764946  0.00443412  0.01162526]
2025-04-14 13:37:20,"[-6.94205503e-05  4.54519163e-05  5.52706019e-05 -6.94205503e-05
  4.54519163e-05  5.52706019e-05]","[-4.027663453598507e-05, 2.8435024432837963e-05, 3.864368409267627e-05, -4.032696961075999e-05, 2.843502261384856e-05, 3.864368045469746e-05]","[-6.78213997e-03  4.38584089e-03  7.26288780e-06 -6.78213997e-03
  4.38584089e-03  7.26288780e-06]"
2025-04-14 13:37:20,"[-6.95636983e-05  4.37932191e-05  5.54387661e-05 -6.95636983e-05
  4.37932191e-05  5.54387661e-05]","[-4.32174201705493e-05, 3.1567928090225905e-05, 4.0552196878707036e-05, -4.3094303691759706e-05, 3.1567928090225905e-05, 4.055219324072823e-05]",[-0.00813162  0.00249889  0.00844185 -0.00813162  0.00249889  0.00844185]
2025-04-14 13:37:20,"[-6.99614475e-05  4.20334593e-05  5.48978960e-05 -6.99614475e-05
  4.20334593e-05  5.48978960e-05]","[-4.5841232349630445e-05, 3.4659929951885715e-05, 4.229012847645208e-05, -4.580439053825103e-05, 3.4659929951885715e-05, 4.2290124838473275e-05]",[-0.00957396  0.00253935 -0.00146238 -0.00957396  0.00253935 -0.00146238]
2025-04-14 13:37:20,"[-7.02639746e-05  4.02488346e-05  5.45024248e-05 -7.02639746e-05
  4.02488346e-05  5.45024248e-05]","[-4.86241806356702e-05, 3.7759287806693465e-05, 4.394177085487172e-05, -4.855126462643966e-05, 3.7759287806693465e-05, 4.394176721689291e-05]",[-0.0062428   0.00307482  0.00667334 -0.0062428   0.00307482  0.00667334]
2025-04-14 13:37:20,"[-7.07984196e-05  3.84050085e-05  5.36674174e-05 -7.07984196e-05
  3.84050085e-05  5.36674174e-05]","[-5.1203700422775e-05, 4.0695991629036143e-05, 4.549438745016232e-05, -5.1198490837123245e-05, 4.0695991629036143e-05, 4.5494383812183514e-05]",[-0.00949684  0.00254056  0.00085715 -0.00949684  0.00254056  0.00085715]
2025-04-14 13:37:20,"[-7.10110756e-05  3.62546103e-05  5.30894679e-05 -7.10110756e-05
  3.62546103e-05  5.30894679e-05]","[-5.3666917665395886e-05, 4.3261738028377295e-05, 4.6906279749237e-05, -5.3579555242322385e-05, 4.3261738028377295e-05, 4.6906276111258194e-05]",[-0.00412918 -0.00014713  0.00751982 -0.00412918 -0.00014713  0.00751982]
2025-04-14 13:37:20,"[-7.11923860e-05  3.39593593e-05  5.20966120e-05 -7.11923860e-05
  3.39593593e-05  5.20966120e-05]","[-5.579354183282703e-05, 4.540174631983973e-05, 4.829071258427575e-05, -5.582284939009696e-05, 4.540174631983973e-05, 4.8290708946296945e-05]",[-0.00689398  0.00110173  0.00087091 -0.00689398  0.00110173  0.00087091]
2025-04-14 13:37:20,"[-7.15288000e-05  3.20229730e-05  5.11514514e-05 -7.15288000e-05
  3.20229730e-05  5.11514514e-05]","[-5.7769862905843183e-05, 4.713279122370295e-05, 4.9621354264672846e-05, -5.792921729153022e-05, 4.713279122370295e-05, 4.962135062669404e-05]",[-0.00876093  0.00583696  0.00519019 -0.00876093  0.00583696  0.00519019]
2025-04-14 13:37:20,"[-7.30512676e-05  3.11948084e-05  5.02525415e-05 -7.30512676e-05
  3.11948084e-05  5.02525415e-05]","[-5.970654092379846e-05, 4.853995415032841e-05, 5.0795824790839106e-05, -5.981301728752442e-05, 4.853995415032841e-05, 5.07958211528603e-05]",[-0.01918162  0.01331632  0.00510507 -0.01918162  0.01331632  0.00510507]
2025-04-14 13:37:21,"[-7.46800302e-05  2.99547318e-05  4.93829120e-05 -7.46800302e-05
  2.99547318e-05  4.93829120e-05]","[-6.16324323345907e-05, 4.9584727094043046e-05, 5.18021042807959e-05, -6.154261791380122e-05, 4.9584727094043046e-05, 5.1802100642817095e-05]",[-0.00912931 -0.00141372  0.0048686  -0.00912931 -0.00141372  0.0048686 ]
2025-04-14 13:37:21,"[-7.55870157e-05  2.86312712e-05  4.83006973e-05 -7.55870157e-05
  2.86312712e-05  4.83006973e-05]","[-6.324992136796936e-05, 5.028931627748534e-05, 5.2643979870481417e-05, -6.310487515293062e-05, 5.028931627748534e-05, 5.2643979870481417e-05]",[-0.00106461  0.0015416   0.00237762 -0.00106461  0.0015416   0.00237762]
2025-04-14 13:37:21,"[-7.75236626e-05  2.80463380e-05  4.68265521e-05 -7.75236626e-05
  2.80463380e-05  4.68265521e-05]","[-6.441996083594859e-05, 5.060093099018559e-05, 5.3309609938878566e-05, -6.445730105042458e-05, 5.060092735220678e-05, 5.3309609938878566e-05]",[-0.01830881  0.00958667  0.00036966 -0.01830881  0.00958667  0.00036966]
2025-04-14 13:37:21,"[-7.91192247e-05  2.74296041e-05  4.54052693e-05 -7.91192247e-05
  2.74296041e-05  4.54052693e-05]","[-6.57172204228118e-05, 5.0463349907658994e-05, 5.38433923793491e-05, -6.559758185176179e-05, 5.0463349907658994e-05, 5.38433923793491e-05]",[-0.00530984  0.00219416  0.00447421 -0.00530984  0.00219416  0.00447421]
2025-04-14 13:37:21,"[-7.96909614e-05  2.53428652e-05  4.36441240e-05 -7.96909614e-05
  2.53428652e-05  4.36441240e-05]","[-6.649956776527688e-05, 5.0100024964194745e-05, 5.429753218777478e-05, -6.653778837062418e-05, 5.010002860217355e-05, 5.429753946373239e-05]",[ 0.00152855 -0.01226546  0.00043126  0.00152855 -0.01226546  0.00043126]
2025-04-14 13:37:21,"[-8.06428913e-05  2.30384085e-05  4.22880335e-05 -8.06428913e-05
  2.30384085e-05  4.22880335e-05]","[-6.732998735969886e-05, 4.9520745960762724e-05, 5.467564187711105e-05, -6.731183384545147e-05, 4.952074232278392e-05, 5.4675645515089855e-05]",[-0.0120569  -0.00068626  0.00753439 -0.0120569  -0.00068626  0.00753439]
2025-04-14 13:37:21,"[-8.09761900e-05  2.08416513e-05  4.12415446e-05 -8.09761900e-05
  2.08416513e-05  4.12415446e-05]","[-6.793057400500402e-05, 4.875373997492716e-05, 5.498414975591004e-05, -6.795358785893768e-05, 4.875373269896954e-05, 5.4984153393888846e-05]",[-0.00235394  0.00222861  0.00664677 -0.00235394  0.00222861  0.00664677]
2025-04-14 13:37:21,"[-8.07562564e-05  1.83360507e-05  3.95936147e-05 -8.07562564e-05
  1.83360507e-05  3.95936147e-05]","[-6.841038702987134e-05, 4.790299863088876e-05, 5.519888145499863e-05, -6.849493365734816e-05, 4.790299863088876e-05, 5.5198885092977434e-05]",[-0.00273195 -0.00210265 -0.0024135  -0.00273195 -0.00210265 -0.0024135 ]
2025-04-14 13:37:21,"[-8.15992381e-05  1.72393232e-05  3.80092187e-05 -8.15992381e-05
  1.72393232e-05  3.80092187e-05]","[-6.885992479510605e-05, 4.6805551392026246e-05, 5.5248608987312764e-05, -6.9019639340695e-05, 4.680555503000505e-05, 5.524861262529157e-05]",[-0.01859481  0.01466953  0.00377073 -0.01859481  0.01466953  0.00377073]
2025-04-14 13:37:21,"[-8.16021678e-05  1.64147458e-05  3.67284527e-05 -8.16021678e-05
  1.64147458e-05  3.67284527e-05]","[-6.960786413401365e-05, 4.5535485696746036e-05, 5.516294913832098e-05, -6.952108378754929e-05, 4.553549297270365e-05, 5.516295277629979e-05]",[-0.00018089  0.00389707  0.00604502 -0.00018089  0.00389707  0.00604502]
2025-04-14 13:37:21,"[-8.06621834e-05  1.51362447e-05  3.52968195e-05 -8.06621834e-05
  1.51362447e-05  3.52968195e-05]","[-6.988584937062114e-05, 4.4225205783732235e-05, 5.500679253600538e-05, -6.996497540967539e-05, 4.422521305968985e-05, 5.5006796173984185e-05]",[ 0.00126746 -0.00331005  0.00152379  0.00126746 -0.00331005  0.00152379]
2025-04-14 13:37:21,"[-8.04027595e-05  1.39353911e-05  3.43302839e-05 -8.04027595e-05
  1.39353911e-05  3.43302839e-05]","[-7.022397767286748e-05, 4.267756230547093e-05, 5.469566531246528e-05, -7.038049807306379e-05, 4.267756958142854e-05, 5.469566895044409e-05]",[-0.01440183  0.00165085  0.00746484 -0.01440183  0.00165085  0.00746484]
2025-04-14 13:37:21,"[-7.78948793e-05  1.27467277e-05  3.36753299e-05 -7.78948793e-05
  1.27467277e-05  3.36753299e-05]","[-7.06408973201178e-05, 4.0976166928885505e-05, 5.4252479458227754e-05, -7.076487236190587e-05, 4.097617420484312e-05, 5.425248309620656e-05]",[0.014574   0.00091501 0.00606558 0.014574   0.00091501 0.00606558]
2025-04-14 13:37:21,"[-7.37939390e-05  1.31888029e-05  3.31818337e-05 -7.37939390e-05
  1.31888029e-05  3.31818337e-05]","[-7.138445653254166e-05, 3.92962247133255e-05, 5.3708034101873636e-05, -7.128038123482838e-05, 3.9296231989283115e-05, 5.370803773985244e-05]",[0.00939505 0.01698773 0.00465463 0.00939505 0.01698773 0.00465463]
2025-04-14 13:37:21,"[-7.03744806e-05  1.38754029e-05  3.32001841e-05 -7.03744806e-05
  1.38754029e-05  3.32001841e-05]","[-7.19704112270847e-05, 3.762573760468513e-05, 5.3026971727376804e-05, -7.201725384220481e-05, 3.762574488064274e-05, 5.3026971727376804e-05]",[-0.01214374  0.00398517  0.0081899  -0.01214374  0.00398517  0.0081899 ]
2025-04-14 13:37:21,"[-6.73490252e-05  1.39113155e-05  3.39437071e-05 -6.73490252e-05
  1.39113155e-05  3.39437071e-05]","[-7.275924872374162e-05, 3.606888640206307e-05, 5.23128364875447e-05, -7.279178680619225e-05, 3.606889004004188e-05, 5.231284012552351e-05]",[-0.00926775 -0.00477603  0.01058092 -0.00926775 -0.00477603  0.01058092]
2025-04-14 13:37:21,"[-6.45191984e-05  1.43152638e-05  3.43246436e-05 -6.45191984e-05
  1.43152638e-05  3.43246436e-05]","[-7.366334466496482e-05, 3.469483999651857e-05, 5.158334533916786e-05, -7.359932351391762e-05, 3.4694843634497374e-05, 5.158334897714667e-05]",[-0.00717846  0.00508944  0.00014027 -0.00717846  0.00508944  0.00014027]
2025-04-14 13:37:21,"[-6.12617602e-05  1.47726625e-05  3.51735413e-05 -6.12617602e-05
  1.47726625e-05  3.51735413e-05]","[-7.459773769369349e-05, 3.3467356843175367e-05, 5.076048546470702e-05, -7.452278805430979e-05, 3.3467360481154174e-05, 5.0760489102685824e-05]",[-0.00076089  0.002168    0.00830254 -0.00076089  0.002168    0.00830254]
2025-04-14 13:37:21,"[-5.76095320e-05  1.46807022e-05  3.54673811e-05 -5.76095320e-05
  1.46807022e-05  3.54673811e-05]","[-7.554027979495004e-05, 3.226098488084972e-05, 4.980685844202526e-05, -7.550178997917101e-05, 3.2260988518828526e-05, 4.980686935596168e-05]",[-0.00054956 -0.00378762 -0.00160878 -0.00054956 -0.00378762 -0.00160878]
2025-04-14 13:37:21,"[-5.32419463e-05  1.45458036e-05  3.54068003e-05 -5.32419463e-05
  1.45458036e-05  3.54068003e-05]","[-7.64851865824312e-05, 3.079989619436674e-05, 4.8671059630578384e-05, -7.64964206609875e-05, 3.0799899832345545e-05, 4.8671066906536e-05]",[0.00321874 0.00099271 0.00014945 0.00321874 0.00099271 0.00014945]
2025-04-14 13:37:21,"[-4.97717453e-05  1.47981097e-05  3.52411931e-05 -4.97717453e-05
  1.47981097e-05  3.52411931e-05]","[-7.743095193291083e-05, 2.9154714866308495e-05, 4.746619379147887e-05, -7.743807509541512e-05, 2.9154718504287302e-05, 4.7466201067436486e-05]",[-0.01211425  0.00525918  0.00246013 -0.01211425  0.00525918  0.00246013]
2025-04-14 13:37:21,"[-4.85064229e-05  1.40277558e-05  3.55196474e-05 -4.85064229e-05
  1.40277558e-05  3.55196474e-05]","[-7.837716839276254e-05, 2.748971019173041e-05, 4.628054011845961e-05, -7.824488420737907e-05, 2.748971019173041e-05, 4.6280547394417226e-05]",[-0.02529086 -0.00862064  0.00788193 -0.02529086 -0.00862064  0.00788193]
2025-04-14 13:37:21,"[-4.70876001e-05  1.42084965e-05  3.59524474e-05 -4.70876001e-05
  1.42084965e-05  3.59524474e-05]","[-7.901856588432565e-05, 2.575976395746693e-05, 4.4972206524107605e-05, -7.894703594502062e-05, 2.575976395746693e-05, 4.497221380006522e-05]",[-0.00268298  0.01052854  0.00523465 -0.00268298  0.01052854  0.00523465]
2025-04-14 13:37:21,"[-4.40761795e-05  1.54011418e-05  3.59776063e-05 -4.40761795e-05
  1.54011418e-05  3.59776063e-05]","[-7.951923180371523e-05, 2.4092654712148942e-05, 4.360167440609075e-05, -7.957939669722691e-05, 2.4092654712148942e-05, 4.3601681682048365e-05]",[ 0.01192663  0.01163027 -0.00026477  0.01192663  0.01163027 -0.00026477]
2025-04-14 13:37:21,"[-4.22786893e-05  1.63797006e-05  3.61952802e-05 -4.22786893e-05
  1.63797006e-05  3.61952802e-05]","[-7.998400542419404e-05, 2.2565685867448337e-05, 4.228300167596899e-05, -8.00586276454851e-05, 2.2565685867448337e-05, 4.2283008951926604e-05]","[-1.50412109e-02 -4.42894594e-06  5.53548891e-03 -1.50412109e-02
 -4.42894594e-06  5.53548891e-03]"
2025-04-14 13:37:21,"[-4.11376675e-05  1.59570542e-05  3.63611285e-05 -4.11376675e-05
  1.59570542e-05  3.63611285e-05]","[-8.044017158681527e-05, 2.1116611605975777e-05, 4.09975546062924e-05, -8.035338396439329e-05, 2.1116611605975777e-05, 4.0997558244271204e-05]",[-0.00989381 -0.0118848   0.00321011 -0.00989381 -0.0118848   0.00321011]
2025-04-14 13:37:21,"[-4.07970959e-05  1.58643817e-05  3.68221171e-05 -4.07970959e-05
  1.58643817e-05  3.68221171e-05]","[-8.02844951977022e-05, 1.9713530491571873e-05, 3.9771424781065434e-05, -8.039088424993679e-05, 1.9713530491571873e-05, 3.977142841904424e-05]",[-0.01154776  0.00468412  0.00667044 -0.01154776  0.00468412  0.00667044]
2025-04-14 13:37:21,"[-4.09261068e-05  1.52230667e-05  3.71427948e-05 -4.09261068e-05
  1.52230667e-05  3.71427948e-05]","[-7.95418891357258e-05, 1.8486382032278925e-05, 3.8639558624709025e-05, -7.972883759066463e-05, 1.8486382032278925e-05, 3.863956226268783e-05]",[-0.00860525 -0.00394632  0.0025096  -0.00860525 -0.00394632  0.0025096 ]
2025-04-14 13:37:21,"[-4.04192605e-05  1.37592932e-05  3.78339970e-05 -4.04192605e-05
  1.37592932e-05  3.78339970e-05]","[-7.828148955013603e-05, 1.752916614350397e-05, 3.76866664737463e-05, -7.828409434296191e-05, 1.752916614350397e-05, 3.768667011172511e-05]",[ 0.00220146 -0.00702294  0.00757986  0.00220146 -0.00702294  0.00757986]
2025-04-14 13:37:21,"[-3.94500632e-05  1.31923410e-05  3.91051626e-05 -3.94500632e-05
  1.31923410e-05  3.91051626e-05]","[-7.652179920114577e-05, 1.677558248047717e-05, 3.6945726606063545e-05, -7.657882088096812e-05, 1.677558248047717e-05, 3.694573024404235e-05]",[0.00083501 0.00961226 0.00992863 0.00083501 0.00961226 0.00992863]
2025-04-14 13:37:21,"[-3.86391385e-05  1.35095957e-05  4.01163100e-05 -3.86391385e-05
  1.35095957e-05  4.01163100e-05]","[-7.457326137227938e-05, 1.622184572624974e-05, 3.6433608329389244e-05, -7.463532529072836e-05, 1.622184572624974e-05, 3.643361196736805e-05]",[-0.00504313  0.00987783  0.00194592 -0.00504313  0.00987783  0.00194592]
2025-04-14 13:37:21,"[-3.96546926e-05  1.33398483e-05  4.13168982e-05 -3.96546926e-05
  1.33398483e-05  4.13168982e-05]","[-7.257874676724896e-05, 1.5845445886952803e-05, 3.612284126575105e-05, -7.249604823300615e-05, 1.5845445886952803e-05, 3.6122844903729856e-05]",[-0.02172324 -0.00336044  0.00641161 -0.02172324 -0.00336044  0.00641161]
2025-04-14 13:37:21,"[-4.08739382e-05  1.43305465e-05  4.17406941e-05 -4.08739382e-05
  1.43305465e-05  4.17406941e-05]","[-7.027019455563277e-05, 1.5563575288979337e-05, 3.59291116183158e-05, -7.030781853245571e-05, 1.5563575288979337e-05, 3.592911525629461e-05]",[-0.00651016  0.01285357 -0.00303594 -0.00651016  0.01285357 -0.00303594]
2025-04-14 13:37:21,"[-4.18077856e-05  1.53734361e-05  4.28579754e-05 -4.18077856e-05
  1.53734361e-05  4.28579754e-05]","[-6.751611363142729e-05, 1.534270450065378e-05, 3.57930657628458e-05, -6.7680019128602e-05, 1.534270450065378e-05, 3.5793069400824606e-05]",[-0.00184303  0.00245032  0.01132082 -0.00184303  0.00245032  0.01132082]
